InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,GrossRevenue,DiscountAmount,NetRevenue,TotalOrderValue,Year,Month,YearMonth
195864,SKU_1188,Backpack,5,2021-01-08 20:00:00,72.36,74736,Italy,0.26,Bank Transfer,28.62,Stationery,In-store,Not Returned,UPS,Rome,Medium,361.8,94.06800000000001,267.73199999999997,296.352,2021,1,2021-01
308886,SKU_1840,Wireless Mouse,8,2021-01-08 21:00:00,98.15,84837,Portugal,0.3,Bank Transfer,13.78,Electronics,Online,Not Returned,DHL,Rome,High,785.2,235.56,549.6400000000001,563.4200000000001,2021,1,2021-01
370561,SKU_1414,White Mug,40,2021-01-08 22:00:00,8.18,30600,Spain,0.28,Bank Transfer,21.38,Electronics,Online,Not Returned,FedEx,Berlin,High,327.2,91.616,235.584,256.964,2021,1,2021-01
481032,SKU_1855,White Mug,46,2021-01-08 23:00:00,36.67,59587,United States,0.13,PayPal,20.0,Apparel,Online,Not Returned,FedEx,Paris,High,1686.8200000000002,219.28660000000002,1467.5334000000003,1487.5334000000003,2021,1,2021-01
265837,SKU_1254,Blue Pen,5,2021-01-09 00:00:00,27.43,81092,United Kingdom,0.16,Credit Card,24.41,Accessories,In-store,Not Returned,Royal Mail,Berlin,High,137.15,21.944000000000003,115.206,139.616,2021,1,2021-01
960931,SKU_1044,Headphones,17,2021-01-09 01:00:00,3.47,18884,Netherlands,0.17,Bank Transfer,18.85,Furniture,Online,Not Returned,DHL,Amsterdam,Medium,58.99,10.028300000000002,48.9617,67.8117,2021,1,2021-01
345160,SKU_1827,Blue Pen,39,2021-01-09 02:00:00,99.73,98464,Sweden,0.08,PayPal,19.62,Accessories,Online,Not Returned,DHL,Berlin,Low,3889.4700000000003,311.1576,3578.3124000000003,3597.9324,2021,1,2021-01
287646,SKU_1597,Notebook,39,2021-01-09 03:00:00,45.72,66164,United States,0.31,PayPal,11.47,Furniture,In-store,Not Returned,DHL,Rome,High,1783.08,552.7547999999999,1230.3252,1241.7952,2021,1,2021-01
583761,SKU_1200,USB Cable,42,2021-01-09 04:00:00,43.52,13434,Belgium,0.0,PayPal,14.46,Electronics,Online,Not Returned,DHL,Berlin,Medium,1827.8400000000001,0.0,1827.8400000000001,1842.3000000000002,2021,1,2021-01
883566,SKU_1358,Office Chair,27,2021-01-09 05:00:00,53.68,12137,Portugal,0.35,Credit Card,5.51,Accessories,In-store,Not Returned,UPS,London,Low,1449.36,507.27599999999995,942.084,947.5939999999999,2021,1,2021-01
914107,SKU_1342,White Mug,32,2021-01-09 06:00:00,72.99,77990,Italy,0.36,Credit Card,18.6,Accessories,In-store,Not Returned,Royal Mail,Rome,High,2335.68,840.8448,1494.8352,1513.4352,2021,1,2021-01
356681,SKU_1211,Office Chair,7,2021-01-09 07:00:00,91.68,25536,Germany,0.42,PayPal,14.54,Electronics,In-store,Not Returned,FedEx,Amsterdam,High,641.76,269.5392,372.2208,386.7608,2021,1,2021-01
565483,SKU_1630,Wireless Mouse,22,2021-01-09 08:00:00,67.29,41510,Spain,0.41,Bank Transfer,16.46,Accessories,Online,Not Returned,FedEx,Amsterdam,High,1480.38,606.9558,873.4242000000002,889.8842000000002,2021,1,2021-01
795923,SKU_1297,Office Chair,12,2021-01-09 09:00:00,85.14,80197,Australia,0.38,Credit Card,28.98,Apparel,In-store,Not Returned,UPS,Rome,Low,1021.6800000000001,388.2384,633.4416000000001,662.4216000000001,2021,1,2021-01
635620,SKU_1980,Wall Clock,24,2021-01-09 10:00:00,4.16,74441,Italy,0.2,Credit Card,15.32,Stationery,In-store,Not Returned,DHL,Berlin,Low,99.84,19.968000000000004,79.872,95.19200000000001,2021,1,2021-01
879105,SKU_1154,USB Cable,49,2021-01-09 11:00:00,20.98,71306,United Kingdom,0.24,PayPal,29.4,Furniture,In-store,Not Returned,FedEx,Amsterdam,High,1028.02,246.7248,781.2952,810.6952,2021,1,2021-01
905609,SKU_1697,Backpack,43,2021-01-09 12:00:00,48.94,39886,Spain,0.22,Credit Card,11.17,Electronics,Online,Not Returned,FedEx,London,High,2104.42,462.9724,1641.4476,1652.6176,2021,1,2021-01
320326,SKU_1196,Headphones,17,2021-01-09 13:00:00,84.62,79126,Spain,0.08,PayPal,6.98,Electronics,Online,Not Returned,DHL,Rome,Low,1438.54,115.0832,1323.4568,1330.4368,2021,1,2021-01
823807,SKU_1848,Wall Clock,7,2021-01-09 14:00:00,50.88,45499,Italy,0.13,PayPal,26.57,Furniture,Online,Not Returned,DHL,Rome,High,356.16,46.3008,309.85920000000004,336.42920000000004,2021,1,2021-01
361849,SKU_1481,Headphones,48,2021-01-09 15:00:00,42.3,46585,Sweden,0.4,Bank Transfer,5.78,Furniture,Online,Not Returned,UPS,Berlin,High,2030.3999999999999,812.16,1218.2399999999998,1224.0199999999998,2021,1,2021-01
419248,SKU_1712,Wireless Mouse,17,2021-01-09 16:00:00,42.81,23349,Spain,0.24,Credit Card,17.99,Stationery,Online,Not Returned,Royal Mail,Berlin,Low,727.77,174.66479999999999,553.1052,571.0952,2021,1,2021-01
446479,SKU_1929,USB Cable,20,2021-01-09 17:00:00,1.52,93122,Spain,0.41,Credit Card,17.41,Apparel,Online,Not Returned,DHL,Berlin,Low,30.4,12.463999999999999,17.936,35.346000000000004,2021,1,2021-01
180730,SKU_1378,Office Chair,45,2021-01-09 19:00:00,1.63,41178,Australia,0.36,Bank Transfer,15.28,Stationery,Online,Not Returned,DHL,London,Low,73.35,26.405999999999995,46.944,62.224000000000004,2021,1,2021-01
498167,SKU_1747,Backpack,10,2021-01-09 20:00:00,83.6,88089,Italy,0.04,Credit Card,22.68,Stationery,In-store,Not Returned,Royal Mail,Rome,Medium,836.0,33.44,802.56,825.2399999999999,2021,1,2021-01
337474,SKU_1705,Office Chair,6,2021-01-09 21:00:00,77.94,83155,United States,0.45,PayPal,24.15,Stationery,In-store,Returned,FedEx,Paris,Medium,467.64,210.438,257.202,281.352,2021,1,2021-01
390477,SKU_1366,Desk Lamp,48,2021-01-09 22:00:00,5.62,90092,France,0.22,Bank Transfer,15.28,Electronics,Online,Not Returned,UPS,Rome,Medium,269.76,59.3472,210.4128,225.6928,2021,1,2021-01
383817,SKU_1536,Notebook,32,2021-01-09 23:00:00,4.2,15411,Norway,0.13,Credit Card,23.05,Furniture,Online,Not Returned,FedEx,Paris,High,134.4,17.472,116.928,139.978,2021,1,2021-01
665158,SKU_1770,T-shirt,8,2021-01-10 00:00:00,59.79,46446,Germany,0.33,Bank Transfer,16.57,Furniture,In-store,Not Returned,DHL,Berlin,Medium,478.32,157.84560000000002,320.47439999999995,337.04439999999994,2021,1,2021-01
353017,SKU_1929,T-shirt,44,2021-01-10 01:00:00,73.18,89756,United Kingdom,0.5,Credit Card,13.95,Furniture,In-store,Not Returned,FedEx,London,High,3219.92,1609.96,1609.96,1623.91,2021,1,2021-01
751824,SKU_1070,Office Chair,44,2021-01-10 02:00:00,7.97,55912,Portugal,0.05,Credit Card,29.56,Stationery,In-store,Not Returned,DHL,Rome,Low,350.68,17.534000000000002,333.146,362.706,2021,1,2021-01
433245,SKU_1027,Office Chair,19,2021-01-10 03:00:00,4.95,85725,Netherlands,0.05,Credit Card,29.6,Accessories,In-store,Not Returned,Royal Mail,London,Low,94.05,4.7025,89.3475,118.94749999999999,2021,1,2021-01
909253,SKU_1392,White Mug,19,2021-01-10 04:00:00,13.05,86679,Germany,0.46,PayPal,24.16,Furniture,In-store,Not Returned,UPS,London,High,247.95000000000002,114.05700000000002,133.893,158.053,2021,1,2021-01
125494,SKU_1522,Desk Lamp,22,2021-01-10 05:00:00,85.95,82332,Italy,0.18,Bank Transfer,28.74,Apparel,Online,Not Returned,DHL,Amsterdam,High,1890.9,340.362,1550.538,1579.278,2021,1,2021-01
723765,SKU_1348,Blue Pen,35,2021-01-10 06:00:00,38.93,23417,Norway,0.39,Credit Card,17.95,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Low,1362.55,531.3945,831.1555,849.1055,2021,1,2021-01
488227,SKU_1117,Desk Lamp,28,2021-01-10 07:00:00,28.21,45985,Australia,0.39,Credit Card,20.64,Accessories,Online,Not Returned,Royal Mail,Rome,Low,789.88,308.0532,481.8268,502.4668,2021,1,2021-01
829520,SKU_1379,USB Cable,33,2021-01-10 08:00:00,20.86,98875,United States,0.4,PayPal,23.11,Furniture,In-store,Not Returned,Royal Mail,Rome,High,688.38,275.35200000000003,413.02799999999996,436.138,2021,1,2021-01
474842,SKU_1207,Desk Lamp,6,2021-01-10 09:00:00,66.84,34928,Belgium,0.12,Bank Transfer,10.41,Furniture,In-store,Not Returned,UPS,Rome,Medium,401.04,48.1248,352.9152,363.32520000000005,2021,1,2021-01
473704,SKU_1422,Notebook,12,2021-01-10 10:00:00,88.81,97671,Australia,0.13,Credit Card,7.04,Apparel,Online,Not Returned,DHL,Rome,Low,1065.72,138.5436,927.1764000000001,934.2164,2021,1,2021-01
494051,SKU_1092,T-shirt,33,2021-01-10 11:00:00,82.76,53831,Australia,0.35,PayPal,18.31,Apparel,In-store,Returned,UPS,Paris,High,2731.0800000000004,955.878,1775.2020000000002,1793.5120000000002,2021,1,2021-01
380790,SKU_1140,Headphones,34,2021-01-10 12:00:00,8.48,43423,United Kingdom,0.21,Credit Card,25.18,Accessories,Online,Not Returned,Royal Mail,Paris,Low,288.32,60.5472,227.7728,252.9528,2021,1,2021-01
223777,SKU_1354,Wall Clock,12,2021-01-10 13:00:00,21.84,62423,United Kingdom,0.21,Credit Card,12.67,Stationery,In-store,Not Returned,FedEx,Amsterdam,Medium,262.08,55.03679999999999,207.04319999999998,219.71319999999997,2021,1,2021-01
701648,SKU_1522,T-shirt,37,2021-01-10 14:00:00,70.02,10468,Netherlands,0.12,Bank Transfer,29.83,Furniture,Online,Not Returned,UPS,London,High,2590.74,310.88879999999995,2279.8512,2309.6812,2021,1,2021-01
399479,SKU_1802,Notebook,36,2021-01-10 15:00:00,80.45,35852,Italy,0.1,Bank Transfer,5.34,Furniture,In-store,Not Returned,FedEx,Rome,High,2896.2000000000003,289.62000000000006,2606.5800000000004,2611.9200000000005,2021,1,2021-01
955783,SKU_1750,Wall Clock,3,2021-01-10 16:00:00,25.88,17783,Netherlands,0.09,PayPal,22.86,Accessories,In-store,Not Returned,UPS,Rome,High,77.64,6.9876,70.6524,93.5124,2021,1,2021-01
233501,SKU_1775,T-shirt,36,2021-01-10 17:00:00,36.13,88981,Sweden,0.35,Credit Card,27.08,Furniture,Online,Not Returned,Royal Mail,London,Medium,1300.68,455.238,845.442,872.522,2021,1,2021-01
404094,SKU_1774,USB Cable,39,2021-01-10 18:00:00,96.98,53327,Norway,0.41,Credit Card,8.5,Apparel,In-store,Not Returned,UPS,Rome,Low,3782.2200000000003,1550.7102,2231.5098000000003,2240.0098000000003,2021,1,2021-01
684942,SKU_1068,Blue Pen,28,2021-01-10 19:00:00,58.79,17881,Germany,0.19,Bank Transfer,6.64,Accessories,In-store,Not Returned,FedEx,Paris,Medium,1646.12,312.76279999999997,1333.3572,1339.9972,2021,1,2021-01
469566,SKU_1581,White Mug,11,2021-01-10 20:00:00,89.76,80654,United States,0.21,Bank Transfer,10.06,Electronics,Online,Not Returned,Royal Mail,London,High,987.36,207.3456,780.0144,790.0744,2021,1,2021-01
472078,SKU_1696,Desk Lamp,16,2021-01-10 21:00:00,40.21,96106,Sweden,0.1,Credit Card,25.51,Electronics,Online,Not Returned,FedEx,London,Low,643.36,64.336,579.024,604.534,2021,1,2021-01
219975,SKU_1882,Office Chair,3,2021-01-10 22:00:00,22.96,-1,Portugal,0.17,Bank Transfer,13.94,Accessories,In-store,Not Returned,UPS,Unknown,Low,68.88,11.7096,57.170399999999994,71.1104,2021,1,2021-01
823503,SKU_1123,Office Chair,22,2021-01-10 23:00:00,88.14,63910,Italy,0.2,PayPal,24.85,Furniture,In-store,Not Returned,FedEx,Paris,Medium,1939.08,387.81600000000003,1551.264,1576.1139999999998,2021,1,2021-01
453330,SKU_1418,White Mug,49,2021-01-11 00:00:00,2.72,31123,Australia,0.32,Credit Card,14.76,Stationery,Online,Not Returned,UPS,Rome,High,133.28,42.6496,90.63040000000001,105.39040000000001,2021,1,2021-01
466378,SKU_1733,White Mug,15,2021-01-11 01:00:00,81.35,-1,Sweden,0.45,Bank Transfer,18.37,Accessories,In-store,Not Returned,DHL,Amsterdam,High,1220.25,549.1125000000001,671.1374999999999,689.5074999999999,2021,1,2021-01
726614,SKU_1522,Backpack,35,2021-01-11 02:00:00,64.96,23578,Norway,0.04,Credit Card,27.7,Electronics,Online,Not Returned,FedEx,Amsterdam,High,2273.6,90.944,2182.656,2210.3559999999998,2021,1,2021-01
177527,SKU_1677,Headphones,20,2021-01-11 03:00:00,39.07,70441,Norway,0.41,Credit Card,21.32,Stationery,In-store,Not Returned,DHL,Rome,Medium,781.4,320.37399999999997,461.026,482.346,2021,1,2021-01
448848,SKU_1602,Headphones,43,2021-01-11 04:00:00,45.75,47112,Netherlands,0.12,PayPal,21.88,Apparel,In-store,Not Returned,FedEx,London,Low,1967.25,236.07,1731.18,1753.0600000000002,2021,1,2021-01
532601,SKU_1759,Office Chair,4,2021-01-11 05:00:00,73.6,45589,Australia,0.14,PayPal,29.11,Furniture,In-store,Not Returned,DHL,Paris,High,294.4,41.216,253.18399999999997,282.294,2021,1,2021-01
266991,SKU_1340,Desk Lamp,29,2021-01-11 06:00:00,66.58,73205,Sweden,0.14,Credit Card,13.62,Accessories,In-store,Not Returned,FedEx,Rome,High,1930.82,270.3148,1660.5052,1674.1252,2021,1,2021-01
196952,SKU_1973,Backpack,20,2021-01-11 07:00:00,49.08,19911,Belgium,0.34,PayPal,22.48,Electronics,In-store,Not Returned,DHL,Amsterdam,High,981.5999999999999,333.74399999999997,647.856,670.336,2021,1,2021-01
947214,SKU_1304,Headphones,29,2021-01-11 08:00:00,60.61,92604,Portugal,0.26,Bank Transfer,19.28,Accessories,In-store,Not Returned,UPS,Amsterdam,High,1757.69,456.99940000000004,1300.6906,1319.9705999999999,2021,1,2021-01
433260,SKU_1802,Blue Pen,14,2021-01-11 09:00:00,4.55,40565,Australia,0.4,Bank Transfer,6.07,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,High,63.699999999999996,25.48,38.22,44.29,2021,1,2021-01
565806,SKU_1156,Blue Pen,1,2021-01-11 10:00:00,29.89,34818,United Kingdom,0.19,PayPal,17.35,Apparel,In-store,Not Returned,Royal Mail,Rome,High,29.89,5.6791,24.210900000000002,41.560900000000004,2021,1,2021-01
976058,SKU_1087,T-shirt,18,2021-01-11 11:00:00,9.33,27965,Belgium,0.35,Credit Card,14.77,Furniture,In-store,Not Returned,UPS,London,High,167.94,58.778999999999996,109.161,123.931,2021,1,2021-01
533603,SKU_1227,White Mug,17,2021-01-11 12:00:00,73.57,68261,United States,0.21,PayPal,17.31,Apparel,In-store,Not Returned,UPS,Rome,Medium,1250.6899999999998,262.64489999999995,988.0450999999998,1005.3550999999998,2021,1,2021-01
771183,SKU_1936,Wall Clock,15,2021-01-11 13:00:00,34.02,11113,France,0.16,Credit Card,24.31,Accessories,In-store,Not Returned,FedEx,Berlin,Medium,510.30000000000007,81.64800000000001,428.65200000000004,452.96200000000005,2021,1,2021-01
146015,SKU_1364,Desk Lamp,25,2021-01-11 14:00:00,4.53,52640,Belgium,0.34,Bank Transfer,24.45,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Medium,113.25,38.505,74.745,99.19500000000001,2021,1,2021-01
202877,SKU_1991,Desk Lamp,13,2021-01-11 15:00:00,66.37,68084,France,0.31,Bank Transfer,7.13,Stationery,In-store,Returned,DHL,Rome,Low,862.8100000000001,267.47110000000004,595.3389,602.4689,2021,1,2021-01
377483,SKU_1645,White Mug,33,2021-01-11 16:00:00,69.93,98677,United Kingdom,0.4,Bank Transfer,13.35,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium,2307.69,923.076,1384.614,1397.964,2021,1,2021-01
623165,SKU_1265,Desk Lamp,24,2021-01-11 17:00:00,31.43,66339,Sweden,0.06,Credit Card,15.71,Furniture,In-store,Not Returned,FedEx,Amsterdam,High,754.3199999999999,45.25919999999999,709.0608,724.7708,2021,1,2021-01
758851,SKU_1083,T-shirt,34,2021-01-11 18:00:00,3.94,97908,France,0.13,Credit Card,19.41,Furniture,Online,Returned,FedEx,Paris,High,133.96,17.414800000000003,116.54520000000001,135.95520000000002,2021,1,2021-01
493922,SKU_1211,Wall Clock,11,2021-01-11 19:00:00,55.17,22317,United Kingdom,0.43,Credit Card,7.49,Electronics,In-store,Not Returned,Royal Mail,Berlin,Low,606.87,260.9541,345.9159,353.40590000000003,2021,1,2021-01
721781,SKU_1217,USB Cable,37,2021-01-11 20:00:00,61.08,48353,France,0.17,Credit Card,13.7,Apparel,In-store,Not Returned,DHL,Berlin,Medium,2259.96,384.19320000000005,1875.7667999999999,1889.4668,2021,1,2021-01
771088,SKU_1852,Desk Lamp,47,2021-01-11 21:00:00,93.09,69790,France,0.06,PayPal,9.91,Accessories,In-store,Not Returned,DHL,Berlin,Medium,4375.2300000000005,262.5138,4112.716200000001,4122.626200000001,2021,1,2021-01
596753,SKU_1748,T-shirt,25,2021-01-11 22:00:00,97.07,39221,Italy,0.07,PayPal,12.49,Electronics,In-store,Not Returned,DHL,Berlin,Medium,2426.75,169.8725,2256.8775,2269.3675,2021,1,2021-01
815768,SKU_1150,Office Chair,41,2021-01-11 23:00:00,14.29,21550,Germany,0.34,PayPal,15.27,Furniture,In-store,Not Returned,FedEx,Berlin,High,585.89,199.20260000000002,386.68739999999997,401.95739999999995,2021,1,2021-01
491670,SKU_1685,Office Chair,32,2021-01-12 00:00:00,55.48,74615,France,0.39,Credit Card,16.0,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Medium,1775.36,692.3904,1082.9696,1098.9696,2021,1,2021-01
531739,SKU_1139,Notebook,1,2021-01-12 01:00:00,41.77,68989,Australia,0.06,PayPal,19.45,Accessories,Online,Not Returned,Royal Mail,Rome,High,41.77,2.5062,39.2638,58.713800000000006,2021,1,2021-01
745936,SKU_1054,Notebook,29,2021-01-12 02:00:00,84.47,77216,Portugal,0.42,Credit Card,16.95,Stationery,In-store,Not Returned,FedEx,Rome,High,2449.63,1028.8446,1420.7854000000002,1437.7354000000003,2021,1,2021-01
387307,SKU_1140,Notebook,41,2021-01-12 03:00:00,84.25,91166,Germany,0.34,Credit Card,23.19,Apparel,In-store,Not Returned,FedEx,London,High,3454.25,1174.4450000000002,2279.805,2302.995,2021,1,2021-01
773078,SKU_1073,Headphones,11,2021-01-12 04:00:00,58.87,84167,Australia,0.27,Bank Transfer,13.38,Apparel,Online,Not Returned,UPS,Rome,Low,647.5699999999999,174.8439,472.7261,486.10609999999997,2021,1,2021-01
711796,SKU_1134,White Mug,22,2021-01-12 05:00:00,14.86,32843,United States,0.22,Credit Card,21.13,Stationery,Online,Not Returned,FedEx,Amsterdam,Low,326.91999999999996,71.9224,254.99759999999998,276.1276,2021,1,2021-01
839127,SKU_1996,T-shirt,12,2021-01-12 06:00:00,41.83,69923,Belgium,0.46,PayPal,20.42,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Medium,501.96,230.9016,271.0584,291.4784,2021,1,2021-01
374270,SKU_1828,Backpack,16,2021-01-12 08:00:00,3.39,38644,Norway,0.09,Bank Transfer,19.32,Accessories,In-store,Not Returned,FedEx,Amsterdam,Low,54.24,4.8816,49.3584,68.67840000000001,2021,1,2021-01
140633,SKU_1641,Backpack,39,2021-01-12 10:00:00,90.66,77008,Belgium,0.11,Bank Transfer,25.39,Electronics,In-store,Returned,FedEx,Rome,Medium,3535.74,388.9314,3146.8086,3172.1985999999997,2021,1,2021-01
308726,SKU_1743,Wireless Mouse,3,2021-01-12 11:00:00,76.1,85788,France,0.32,Credit Card,23.94,Furniture,In-store,Not Returned,FedEx,Berlin,High,228.29999999999998,73.056,155.24399999999997,179.18399999999997,2021,1,2021-01
103317,SKU_1025,Wall Clock,37,2021-01-12 12:00:00,63.26,23276,United Kingdom,0.12,Credit Card,11.08,Accessories,In-store,Not Returned,UPS,Amsterdam,High,2340.62,280.8744,2059.7455999999997,2070.8255999999997,2021,1,2021-01
407124,SKU_1487,USB Cable,36,2021-01-12 13:00:00,17.45,-1,United Kingdom,0.46,PayPal,20.31,Furniture,Online,Not Returned,UPS,Unknown,High,628.1999999999999,288.972,339.22799999999995,359.53799999999995,2021,1,2021-01
930547,SKU_1434,Notebook,30,2021-01-12 14:00:00,46.4,66205,Sweden,0.43,Bank Transfer,5.57,Furniture,In-store,Not Returned,DHL,Rome,Medium,1392.0,598.56,793.44,799.0100000000001,2021,1,2021-01
817006,SKU_1580,Office Chair,3,2021-01-12 15:00:00,35.78,56843,France,0.37,Bank Transfer,24.01,Stationery,In-store,Not Returned,Royal Mail,Rome,High,107.34,39.7158,67.6242,91.6342,2021,1,2021-01
811323,SKU_1199,Headphones,31,2021-01-12 17:00:00,49.72,82484,Spain,0.47,PayPal,22.64,Furniture,Online,Returned,DHL,London,High,1541.32,724.4204,816.8996,839.5396,2021,1,2021-01
540847,SKU_1489,Backpack,35,2021-01-12 18:00:00,6.85,53757,Italy,0.4,PayPal,9.4,Electronics,In-store,Not Returned,UPS,Amsterdam,Medium,239.75,95.9,143.85,153.25,2021,1,2021-01
804676,SKU_1492,Wall Clock,12,2021-01-12 19:00:00,52.34,77420,Germany,0.37,Credit Card,11.15,Apparel,Online,Not Returned,Royal Mail,London,High,628.08,232.3896,395.69040000000007,406.84040000000005,2021,1,2021-01
467508,SKU_1968,USB Cable,49,2021-01-12 20:00:00,86.57,98631,Portugal,0.03,PayPal,26.59,Furniture,In-store,Returned,UPS,Berlin,Medium,4241.929999999999,127.25789999999998,4114.6721,4141.2621,2021,1,2021-01
552558,SKU_1678,Blue Pen,30,2021-01-12 21:00:00,87.71,32611,United States,0.21,Bank Transfer,14.46,Electronics,Online,Not Returned,DHL,Berlin,High,2631.2999999999997,552.573,2078.727,2093.187,2021,1,2021-01
377648,SKU_1467,Notebook,25,2021-01-12 22:00:00,29.62,98070,Belgium,0.23,Bank Transfer,21.84,Furniture,Online,Not Returned,DHL,Berlin,Medium,740.5,170.315,570.185,592.025,2021,1,2021-01
823953,SKU_1115,Headphones,23,2021-01-12 23:00:00,78.67,90431,Norway,0.49,Bank Transfer,23.34,Electronics,In-store,Not Returned,FedEx,Rome,Low,1809.41,886.6109,922.7991000000001,946.1391000000001,2021,1,2021-01
519876,SKU_1370,Blue Pen,17,2021-01-13 00:00:00,42.65,46916,Netherlands,0.44,Credit Card,13.26,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Medium,725.05,319.022,406.02799999999996,419.28799999999995,2021,1,2021-01
923628,SKU_1650,Wireless Mouse,40,2021-01-13 01:00:00,94.22,81089,United States,0.36,Credit Card,14.82,Furniture,Online,Not Returned,DHL,Berlin,Medium,3768.8,1356.768,2412.032,2426.8520000000003,2021,1,2021-01
952370,SKU_1231,Headphones,1,2021-01-13 02:00:00,3.69,70576,Netherlands,0.14,PayPal,10.97,Furniture,Online,Not Returned,UPS,Paris,Low,3.69,0.5166000000000001,3.1734,14.1434,2021,1,2021-01
419532,SKU_1447,USB Cable,17,2021-01-13 03:00:00,74.29,52913,Italy,0.37,Credit Card,20.62,Accessories,In-store,Not Returned,UPS,Rome,Medium,1262.93,467.2841,795.6459,816.2659,2021,1,2021-01
312369,SKU_1213,USB Cable,41,2021-01-13 04:00:00,85.72,43203,Spain,0.45,Credit Card,26.18,Stationery,Online,Not Returned,Royal Mail,Rome,Medium,3514.52,1581.534,1932.9859999999999,1959.166,2021,1,2021-01
679789,SKU_1207,Wireless Mouse,43,2021-01-13 05:00:00,56.72,56417,United States,0.23,Credit Card,28.56,Furniture,In-store,Not Returned,UPS,Paris,Medium,2438.96,560.9608000000001,1877.9992,1906.5592,2021,1,2021-01
808669,SKU_1101,Desk Lamp,45,2021-01-13 06:00:00,43.06,66623,United Kingdom,0.12,Credit Card,18.06,Apparel,Online,Not Returned,Royal Mail,Berlin,Low,1937.7,232.524,1705.176,1723.2359999999999,2021,1,2021-01
127043,SKU_1809,Office Chair,35,2021-01-13 07:00:00,23.52,25883,Germany,0.42,PayPal,27.06,Furniture,Online,Not Returned,FedEx,Amsterdam,Low,823.1999999999999,345.74399999999997,477.45599999999996,504.51599999999996,2021,1,2021-01
133635,SKU_1009,Notebook,18,2021-01-13 08:00:00,4.24,78708,Belgium,0.41,Credit Card,29.24,Stationery,In-store,Returned,UPS,Berlin,High,76.32000000000001,31.2912,45.028800000000004,74.2688,2021,1,2021-01
